"","X","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value"
"5553",5973,2012,"15-Aug-12","Kakulasian","Philippines",14.8092,121.838,5,"Bleaching (% of population)",1,"ERG047",4.56,301.8,0,0,0,0.0475999987975229
"5554",5974,2016,"30-Apr-16","Land Temple/Earth God Temple","Taiwan",22.0705,121.508,5,"Bleaching (% of population)",0,"ERG056",1.18,301.7371429,0,0,0,0.0251999993633945
"5555",5975,2016,"30-Apr-16","Land Temple/Earth God Temple","Taiwan",22.0705,121.508,10,"Bleaching (% of population)",70,"ERG056",1.18,301.7371429,0,0,0,0.0251999993633945
"5556",5976,2016,"26-Jun-16","Shitiping","Taiwan",23.4841,121.514,6.4,"Bleaching (% of population)",0,"ERG056",6.49,300.72,0,0,0,0.0655417228239596
"5557",5977,2017,"01-May-17","Shitiping","Taiwan",23.4841,121.514,7,"Bleaching (% of population)",0,"ERG056",0,298.65,0,0,0,0.0579679838161943
"5558",5978,2017,"10-Jun-17","Beauty Rock","Taiwan",22.0682,121.516,5,"Bleaching (% of population)",2,"ERG056",2.09,302.4871429,0,0,0,0.0285999992775032
"5559",5979,2017,"11-Jun-17","Beauty Rock","Taiwan",22.0682,121.516,10,"Bleaching (% of population)",0,"ERG056",2.09,302.4871429,0,0,0,0.0285999992775032
"5560",5980,2016,"30-Apr-16","Beauty Rock","Taiwan",22.0821,121.517,5,"Bleaching (% of population)",70,"ERG056",2.04,301.97,0,0,0,0.0251999993633945
"5561",5981,2016,"30-Apr-16","Beauty Rock","Taiwan",22.0821,121.517,10,"Bleaching (% of population)",0,"ERG056",2.04,301.97,0,0,0,0.0251999993633945
"5562",5982,2016,"30-Apr-16","Yeyou","Taiwan",22.0379,121.522,5,"Bleaching (% of population)",0,"ERG056",1.18,301.7371429,0,0,0,0.0251999993633945
"5563",5983,2016,"30-Apr-16","Yeyou","Taiwan",22.0379,121.522,10,"Bleaching (% of population)",0,"ERG056",1.18,301.7371429,0,0,0,0.0251999993633945
"5564",5984,2016,"26-Feb-16","Balinghai Reef","Philippines",11.9807,121.903,6.4,"Bleaching (% of population)",0,"ERG046",8.18,300.6,16161,0,0,0.0484895477299465
"5565",5985,2016,"05-Mar-16","Balinghai Reef","Philippines",11.9807,121.903,6.4,"Bleaching (% of population)",0,"ERG046",8.16,300.04,16161,0,0,0.0805999979638727
"5566",5986,2013,"17-Mar-13","Balabag Reef","Philippines",11.9651,121.907,6,"Bleaching (% of population)",0,"ERG046",5.41,300.52,16161,0,0,0.0589999985095346
"5567",5987,2014,"14-Jun-14","Bitoujiao","Taiwan",25.1256,121.915,5,"Bleaching (% of population)",0,"ERG056",0,299.62,0,0,0,0.106641261572916
"5568",5988,2015,"04-Jul-15","Bitoujiao","Taiwan",25.1256,121.915,4.9,"Bleaching (% of population)",0,"ERG056",6.63,300.95,0,0,0,0.0961999975697836
"5569",5989,2016,"23-Apr-16","Bitoujiao","Taiwan",25.1256,121.915,2.7,"Bleaching (% of population)",0,"ERG056",1.5,297.47,0,0,0,0.157491830964354
"5570",5990,2017,"20-May-17","Bitoujiao","Taiwan",25.1256,121.915,5,"Bleaching (% of population)",0,"ERG056",6.97,298.17,0,0,0,0.115614818671273
"5571",5991,2017,"12-Aug-17","Bitoujiao","Taiwan",25.1256,121.915,3.5,"Bleaching (% of population)",100,"ERG056",4.62,302.04,0,0,0,0.0649999983579619
"5572",5992,2014,"06-Jul-14","Hemei 1","Taiwan",25.1138,121.92,5,"Bleaching (% of population)",0,"ERG056",9.67,302.48,0,0,0,0.0623999984236434
"5573",5993,2014,"06-Jul-14","Hemei 1","Taiwan",25.1138,121.92,10,"Bleaching (% of population)",0,"ERG056",9.67,302.48,0,0,0,0.0623999984236434
"5574",5994,2015,"14-Jun-15","Hemei 1","Taiwan",25.1138,121.92,5,"Bleaching (% of population)",0,"ERG056",9.99,300.01,0,0,0,0.0663999983225949
"5575",5995,2015,"14-Jun-15","Hemei 1","Taiwan",25.1138,121.92,10,"Bleaching (% of population)",0,"ERG056",9.99,300.01,0,0,0,0.0663999983225949
"5576",5996,2016,"28-May-16","Longdongwan/Longdong 4 Rep 1","Taiwan",25.1135,121.92,5,"Bleaching (% of population)",0,"ERG056",10.23,300.82,0,0,0,0.0591999985044822
"5577",5997,2016,"28-May-16","Longdongwan/Longdong 4 Rep 1","Taiwan",25.1135,121.92,10,"Bleaching (% of population)",0,"ERG056",10.23,300.82,0,0,0,0.0591999985044822
"5578",5998,2017,"02-Jul-17","Longdongwan/Longdong 4 Rep 1","Taiwan",25.1135,121.92,5,"Bleaching (% of population)",0,"ERG056",5.09,301.97,0,0,0,0.0623999984236434
"5579",5999,2017,"02-Jul-17","Longdongwan/Longdong 4 Rep 1","Taiwan",25.1135,121.92,10,"Bleaching (% of population)",0,"ERG056",5.09,301.97,0,0,0,0.0623999984236434
"5580",6000,2014,"06-Jul-14","Hemei 2","Taiwan",25.1134,121.919,5,"Bleaching (% of population)",0,"ERG056",9.67,302.48,0,0,0,0.0623999984236434
"5581",6001,2014,"06-Jul-14","Hemei 2","Taiwan",25.1134,121.919,10,"Bleaching (% of population)",0,"ERG056",9.67,302.48,0,0,0,0.0623999984236434
"5582",6002,2015,"14-Jun-15","Hemei 2","Taiwan",25.1134,121.919,5,"Bleaching (% of population)",0,"ERG056",9.99,300.01,0,0,0,0.0663999983225949
"5583",6003,2015,"14-Jun-15","Hemei 2","Taiwan",25.1134,121.919,10,"Bleaching (% of population)",0,"ERG056",9.99,300.01,0,0,0,0.0663999983225949
"5584",6004,2017,"10-Jun-17","Hen Rock","Taiwan",22.0843,121.553,5,"Bleaching (% of population)",0,"ERG056",4.45,302.88,0,0,0,0.0293999992572935
"5585",6005,2017,"10-Jun-17","Hen Rock","Taiwan",22.0843,121.553,10,"Bleaching (% of population)",5,"ERG056",4.45,302.88,0,0,0,0.0293999992572935
"5586",6006,2017,"10-Jun-17","Nipple Mountain","Taiwan",22.0662,121.571,5,"Bleaching (% of population)",1,"ERG056",3.97,302.23,0,0,0,0.0289999992673984
"5587",6007,2017,"10-Jun-17","Nipple Mountain","Taiwan",22.0662,121.571,10,"Bleaching (% of population)",0,"ERG056",3.97,302.23,0,0,0,0.0289999992673984
"5588",6008,2016,"15-May-16","Yeliu","Taiwan",25.2074,121.696,5,"Bleaching (% of population)",0,"ERG056",10.45,299.01,0,0,0,0.0833576475616144
"5589",6009,2016,"15-May-16","Yeliu","Taiwan",25.2074,121.696,10,"Bleaching (% of population)",12,"ERG056",10.45,299.01,0,0,0,0.0833576475616144
"5590",6010,2016,"13-Aug-16","Yeliu","Taiwan",25.2074,121.696,5,"Bleaching (% of population)",0,"ERG056",1.13,301.14,0,0,0,0.0939999976253603
"5591",6011,2016,"13-Aug-16","Yeliu","Taiwan",25.2074,121.696,10,"Bleaching (% of population)",0,"ERG056",1.13,301.14,0,0,0,0.0939999976253603
"5592",6012,2016,"29-May-16","Shenao","Taiwan",25.135,121.821,5,"Bleaching (% of population)",0,"ERG056",10.59,299.61,0,0,0,0.0776269048186404
"5593",6013,2016,"29-May-16","Shenao","Taiwan",25.135,121.821,10,"Bleaching (% of population)",0,"ERG056",10.59,299.61,0,0,0,0.0776269048186404
"5594",6014,2017,"01-Jul-17","Shenao","Taiwan",25.1356,121.822,5,"Bleaching (% of population)",0,"ERG056",3.47,302.79,0,0,0,0.0765999980649212
"5595",6015,2017,"01-Jul-17","Shenao","Taiwan",25.1356,121.822,11,"Bleaching (% of population)",0,"ERG056",3.47,302.79,0,0,0,0.0765999980649212
"5596",6016,2017,"13-May-17","Longdong 1.5","Taiwan",25.1158,121.917,5,"Bleaching (% of population)",0,"ERG056",20.55,297.74,0,0,0,0.115614818671273
"5597",6017,2017,"13-May-17","Longdong 1.5","Taiwan",25.1158,121.917,7.5,"Bleaching (% of population)",0,"ERG056",20.55,297.74,0,0,0,0.115614818671273
"5598",6018,2016,"28-May-16","Longdong 4 Rep 2","Taiwan",25.1134,121.92,5,"Bleaching (% of population)",2,"ERG056",10.23,300.82,0,0,0,0.0591999985044822
"5599",6019,2016,"28-May-16","Longdong 4 Rep 2","Taiwan",25.1134,121.92,10,"Bleaching (% of population)",0,"ERG056",10.23,300.82,0,0,0,0.0591999985044822
"5600",6020,2017,"02-Jul-17","Longdong 4 Rep 2","Taiwan",25.1134,121.92,5,"Bleaching (% of population)",0,"ERG056",5.09,301.97,0,0,0,0.0623999984236434
"5601",6021,2017,"02-Jul-17","Longdong 4 Rep 2","Taiwan",25.1134,121.92,10,"Bleaching (% of population)",0,"ERG056",5.09,301.97,0,0,0,0.0623999984236434
"5602",6022,2014,"26-Oct-14","Tres Marias","Philippines",13.6592,122.792,6,"Bleaching (% of population)",20,"ERG047",1.54,301.45,52578,0,0,0.0521999986813171
"5603",6023,2014,"25-Oct-14","Bgy. Bangon","Philippines",13.7335,122.829,6,"Bleaching (% of population)",0,"ERG047",1.075,302.43,445943,303882,85757,0.0507999987166841
"5604",6024,2016,"08-Jul-16","Basak","Philippines",9.10742,123.209,5,"Bleaching (% of population)",0,"ERG046",0,302.61,389190,225964,106176,0.0526222937526162
"5605",6025,2016,"08-Jul-16","Basak","Philippines",9.10742,123.209,10,"Bleaching (% of population)",0,"ERG046",0,302.61,389190,225964,106176,0.0526222937526162
"5606",6026,2014,"14-Dec-14","Dauin Poblacion 1","Philippines",9.18172,123.258,4,"Bleaching (% of population)",1,"ERG046",1,301,0,0,0,0.0531300675554594
"5607",6027,2014,"14-Dec-14","Dauin Poblacion 1","Philippines",9.18172,123.258,10,"Bleaching (% of population)",4,"ERG046",1,301,0,0,0,0.0531300675554594
"5608",6028,2012,"28-Jul-12","Pescador SE","Philippines",9.92181,123.343,7,"Bleaching (% of population)",0,"ERG046",0,301.95,0,0,0,0.0515999986964744
"5609",6029,2012,"28-Jul-12","Pescador SE","Philippines",9.92181,123.343,10,"Bleaching (% of population)",0,"ERG046",0,301.95,0,0,0,0.0515999986964744
"5610",6030,2012,"31-Jul-12","Sumilon NE","Philippines",9.43386,123.393,8.5,"Bleaching (% of population)",0,"ERG046",3.11,302.83,0,0,0,0.0637011129694637
"5611",6031,2011,"20-Nov-11","Nakanose","Japan",24.2857,123.732,6,"Bleaching (% of population)",0,"ERG057",1.33,298.94,803467,86477,0,0.021199999464443
"5612",6032,2011,"20-Nov-11","Nakanose","Japan",24.2857,123.732,9,"Bleaching (% of population)",0,"ERG057",1.33,298.94,803467,86477,0,0.021199999464443
"5613",6033,2012,"17-Nov-12","Nakanose","Japan",24.2857,123.732,6,"Bleaching (% of population)",0,"ERG057",0,297.92,803467,86477,0,0.0865953150329621
"5614",6034,2012,"17-Nov-12","Nakanose","Japan",24.2857,123.732,9,"Bleaching (% of population)",0,"ERG057",0,297.92,803467,86477,0,0.0865953150329621
"5615",6035,2014,"22-Nov-14","Nakanose","Japan",24.2857,123.732,6,"Bleaching (% of population)",0,"ERG057",5.8,299.54,803467,86477,0,0.0977255137554346
"5616",6036,2014,"22-Nov-14","Nakanose","Japan",24.2857,123.732,9,"Bleaching (% of population)",0,"ERG057",5.8,299.54,803467,86477,0,0.0977255137554346
"5617",6037,2014,"24-Jul-14","Talisay Tree, Cabilao Island","Philippines",9.89475,123.767,10,"Bleaching (% of population)",0,"ERG046",4.11,300.88,161608,108918,0,0.0327999991714023
"5618",6038,2012,"01-Aug-12","Talisay Tree","Philippines",9.89814,123.768,11.5,"Bleaching (% of population)",0,"ERG046",2.47,302.73,161608,67402,0,0.063134430262282
"5619",6039,2017,"16-Feb-17","Cebu Pacific Resort 2","Philippines",10.2494,123.972,7,"Bleaching (% of population)",0,"ERG046",0.676,299.846,70114,0,0,0.0514907990672183
"5620",6040,2011,"11-Jun-11","Northern reef of Kohama Is.","Japan",24.3717,123.974,3,"Bleaching (% of population)",0,"ERG057",0,301.14,34699,0,0,0.0566628023068949
"5621",6041,2011,"11-Jun-11","Northern reef of Kohama Is.","Japan",24.3717,123.974,6,"Bleaching (% of population)",0,"ERG057",0,301.14,34699,0,0,0.0566628023068949
"5622",6042,2012,"17-Jun-12","Northern reef of Kohama Is.","Japan",24.3717,123.974,5,"Bleaching (% of population)",0,"ERG057",0,301.2,34699,0,0,0.0608217000664739
"5623",6043,2012,"17-Jun-12","Northern reef of Kohama Is.","Japan",24.3717,123.974,6,"Bleaching (% of population)",0,"ERG057",0,301.2,34699,0,0,0.0608217000664739
"5624",6044,2013,"15-Jun-13","Northern reef of Kohama Is.","Japan",24.3717,123.974,6,"Bleaching (% of population)",0,"ERG057",1.13,302.57,34699,0,0,0.033399999156245
"5625",6045,2013,"15-Jun-13","Northern reef of Kohama Is.","Japan",24.3717,123.974,8,"Bleaching (% of population)",0,"ERG057",1.13,302.57,34699,0,0,0.033399999156245
"5626",6046,2014,"31-May-14","Northern reef of Kohama Is.","Japan",24.3717,123.974,5,"Bleaching (% of population)",0,"ERG057",0,299.94,34699,0,0,0.0637713497403515
"5627",6047,2014,"31-May-14","Northern reef of Kohama Is.","Japan",24.3717,123.974,6,"Bleaching (% of population)",0,"ERG057",0,299.94,34699,0,0,0.0637713497403515
"5628",6048,2015,"28-Feb-15","Tambobo Rocks","Philippines",9.05639,123.108,5,"Bleaching (% of population)",2,"ERG046",0.9175,299.5275,501095,238274,9872,0.0484025142229689
"5629",6049,2015,"28-Feb-15","Tambobo Rocks","Philippines",9.05639,123.108,8,"Bleaching (% of population)",0,"ERG046",0.9175,299.5275,501095,238274,9872,0.0484025142229689
"5630",6050,2016,"22-Jun-16","Andulay","Philippines",9.05642,123.136,5,"Bleaching (% of population)",0,"ERG046",2.21,302.51,634337,386407,35766,0.0457822482696099
"5631",6051,2016,"22-Jun-16","Andulay","Philippines",9.05642,123.136,10,"Bleaching (% of population)",0,"ERG046",2.21,302.51,634337,386407,35766,0.0457822482696099
"5632",6052,2015,"03-Mar-15","Lutoban South","Philippines",9.07517,123.165,6,"Bleaching (% of population)",4,"ERG046",1.58,299.51,666311,234460,63994,0.0438098909019084
"5633",6053,2015,"03-Mar-15","Lutoban South","Philippines",9.07517,123.165,9,"Bleaching (% of population)",4,"ERG046",1.58,299.51,666311,234460,63994,0.0438098909019084
"5634",6054,2017,"16-Feb-17","Blue Water","Philippines",10.2859,124.007,6,"Bleaching (% of population)",0,"ERG046",0,299.58,77574,0,0,0.0509999987116316
"5635",6055,2017,"14-Feb-17","Tambuli","Philippines",10.2899,124.011,6,"Bleaching (% of population)",0,"ERG046",0,299.66,77574,0,0,0.0509999987116316
"5636",6056,2017,"14-Feb-17","Shangri-La Hotel Cebu, Marine Sanctuary","Philippines",10.3116,124.024,5,"Bleaching (% of population)",0,"ERG046",0,299.66,77574,70786,18391,0.0509999987116316
"5637",6057,2017,"18-Feb-17","Shangri-La Hotel Cebu, Marine Sanctuary","Philippines",10.3116,124.024,7,"Bleaching (% of population)",0,"ERG046",0,300.05,77574,70786,18391,0.0509999987116316
"5638",6058,2017,"18-Feb-17","Shangri-La Hotel Cebu, Marine Sanctuary","Philippines",10.3116,124.024,11.5,"Bleaching (% of population)",0,"ERG046",0,300.05,77574,70786,18391,0.0509999987116316
"5639",6059,2017,"06-Mar-17","Shangri-La Hotel Cebu, Marine Sanctuary","Philippines",10.3116,124.024,6,"Bleaching (% of population)",0,"ERG046",0,300.02,77574,70786,18391,0.0433705635997876
"5640",6060,2017,"06-Mar-17","Shangri-La Hotel Cebu, Marine Sanctuary","Philippines",10.3116,124.024,10,"Bleaching (% of population)",0,"ERG046",0,300.02,77574,70786,18391,0.0433705635997876
"5641",6061,2017,"14-Feb-17","VISTAMAR Resort","Philippines",10.2994,124.018,7,"Bleaching (% of population)",0,"ERG046",0,299.66,77574,70786,0,0.0509999987116316
"5642",6062,2013,"17-May-13","Cueva Calintaan","Philippines",12.5316,124.105,5,"Bleaching (% of population)",18,"ERG047",13.16,303.12,458122,52676,0,0.0313227590140455
"5643",6063,2017,"30-Aug-17","Lapus Lapus","Philippines",11.3476,124.105,7.9,"Bleaching (% of population)",0,"ERG046",5.14,302.79,0,0,0,0.0591999985044822
"5644",6064,2015,"05-Oct-15","Dakit MPA","Philippines",11.3219,124.108,3.5,"Bleaching (% of population)",0,"ERG046",4.86,302.02,0,0,0,0.0693999982468085
"5645",6065,2017,"22-Mar-17","Two Rocks","Philippines",11.3515,124.109,4.8,"Bleaching (% of population)",0,"ERG046",0,299.67,0,0,0,0.0803999979689252
"5646",6066,2016,"10-Aug-16","Mermaid","Philippines",11.3351,124.109,9,"Bleaching (% of population)",14,"ERG046",8.73,302.71,0,0,0,0.0589219716056762
"5647",6067,2015,"27-Oct-15","Coral Garden East","Philippines",11.3344,124.124,3.2,"Bleaching (% of population)",0,"ERG046",8.53,303.28,0,0,0,0.0693999982468085
"5648",6068,2015,"05-Oct-15","Coral Garden 1","Philippines",11.3343,124.125,4,"Bleaching (% of population)",0,"ERG046",7.27,302.69,0,0,0,0.0693999982468085
"5649",6069,2013,"11-Sep-13","Juag Southeast","Philippines",12.5478,124.119,4.5,"Bleaching (% of population)",18,"ERG047",10.81,301.26,266255,138240,40845,0.0619892750297638
"5650",6070,2014,"27-May-14","Akazumijuki, Yabiji","Japan",24.9841,125.285,3,"Bleaching (% of population)",0,"ERG057",0,299.76,0,0,0,0.0397999989945674
"5651",6071,2014,"27-May-14","Akazumijuki, Yabiji","Japan",24.9841,125.285,10,"Bleaching (% of population)",0,"ERG057",0,299.76,0,0,0,0.0397999989945674
"5652",6072,2015,"15-Jun-15","Akazumijuki, Yabiji","Japan",24.9841,125.285,3,"Bleaching (% of population)",0,"ERG057",5.24,302.14,0,0,0,0.0885999977617757
"5653",6073,2015,"15-Jun-15","Akazumijuki, Yabiji","Japan",24.9841,125.285,10,"Bleaching (% of population)",0,"ERG057",5.24,302.14,0,0,0,0.0885999977617757
"5654",6074,2011,"05-Sep-11","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,6,"Bleaching (% of population)",0,"ERG044",1.17,301.71,0,0,0,0.0411999989592005
"5655",6075,2011,"05-Sep-11","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,12,"Bleaching (% of population)",0,"ERG044",1.17,301.71,0,0,0,0.0411999989592005
"5656",6076,2013,"09-Oct-13","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,6,"Bleaching (% of population)",6,"ERG044",1.87,302.27,0,0,0,0.0682997080830778
"5657",6077,2013,"09-Oct-13","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,12,"Bleaching (% of population)",10,"ERG044",1.87,302.27,0,0,0,0.0682997080830778
"5658",6078,2014,"29-Oct-14","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,6,"Bleaching (% of population)",0,"ERG044",1.11,301.87,0,0,0,0.0445999988733092
"5659",6079,2014,"29-Oct-14","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,12,"Bleaching (% of population)",0,"ERG044",1.11,301.87,0,0,0,0.0445999988733092
"5660",6080,2015,"29-Oct-15","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,6,"Bleaching (% of population)",0,"ERG044",1.13,303.38,0,0,0,0.0415999989490956
"5661",6081,2015,"29-Oct-15","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,12,"Bleaching (% of population)",0,"ERG044",1.13,303.38,0,0,0,0.0415999989490956
"5662",6082,2016,"13-Oct-16","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,6,"Bleaching (% of population)",0,"ERG044",8.13,302.98,0,0,0,0.0407999989693053
"5663",6083,2016,"13-Oct-16","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,12,"Bleaching (% of population)",0,"ERG044",8.13,302.98,0,0,0,0.0407999989693053
"5664",6084,2017,"01-Nov-17","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,6,"Bleaching (% of population)",0,"ERG044",1.19,301.92,0,0,0,0.0765054429544281
"5665",6085,2017,"01-Nov-17","Gangga Village (Gangga Island)","Indonesia",1.76972,125.047,12,"Bleaching (% of population)",8,"ERG044",1.19,301.92,0,0,0,0.0765054429544281
"5666",6088,2011,"07-Sep-11","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,6,"Bleaching (% of population)",11,"ERG044",1.17,301.6,62429,0,0,0.0411999989592005
"5667",6089,2011,"07-Sep-11","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,12,"Bleaching (% of population)",0,"ERG044",1.17,301.6,62429,0,0,0.0411999989592005
"5668",6090,2013,"09-Oct-13","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,6,"Bleaching (% of population)",0,"ERG044",1.87,302.27,62429,0,0,0.0682997080830778
"5669",6091,2013,"09-Oct-13","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,12,"Bleaching (% of population)",5,"ERG044",1.87,302.27,62429,0,0,0.0682997080830778
"5670",6092,2014,"29-Oct-14","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,6,"Bleaching (% of population)",0,"ERG044",1.11,301.87,62429,0,0,0.0445999988733092
"5671",6093,2014,"29-Oct-14","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,12,"Bleaching (% of population)",0,"ERG044",1.11,301.87,62429,0,0,0.0445999988733092
"5672",6094,2015,"29-Oct-15","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,6,"Bleaching (% of population)",0,"ERG044",1.13,303.38,62429,0,0,0.0415999989490956
"5673",6095,2015,"29-Oct-15","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,12,"Bleaching (% of population)",0,"ERG044",1.13,303.38,62429,0,0,0.0415999989490956
"5674",6096,2016,"13-Oct-16","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,6,"Bleaching (% of population)",13,"ERG044",8.13,302.98,62429,0,0,0.0407999989693053
"5675",6097,2016,"13-Oct-16","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,12,"Bleaching (% of population)",42,"ERG044",8.13,302.98,62429,0,0,0.0407999989693053
"5676",6098,2017,"01-Nov-17","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,6,"Bleaching (% of population)",0,"ERG044",1.19,301.92,62429,0,0,0.0765054429544281
"5677",6099,2017,"01-Nov-17","Gangga Jetty (Gangga Island)","Indonesia",1.77472,125.049,12,"Bleaching (% of population)",0,"ERG044",1.19,301.92,62429,0,0,0.0765054429544281
"5678",6102,2017,"05-Dec-17","Vila South","East Timor",-8.26856,125.609,13,"Bleaching (% of population)",0,"ERG035",1.742,303.116,0,0,0,0.0419935933633145
