"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value","MPA","STATUS_YR","gmw1km"
"4353",2015,"21-Aug-15","Siwa 4","Malaysia",4.27306,113.815,11,"Bleaching (% of population)",14,"ERG049",1.07,303.45,0,0,0,0.159399995973217,"Non MPA","Non MPA",NA
"4356",2012,"30-Sep-12","Siwa Penyu","Malaysia",4.27639,113.817,10,"Bleaching (% of population)",1,"ERG049",3.06,303.7,0,0,0,0.0847999978577718,"Non MPA","Non MPA",NA
"4357",2013,"12-Nov-13","Siwa Penyu","Malaysia",4.27639,113.817,11,"Bleaching (% of population)",5,"ERG049",1.01,302.92,0,0,0,0.24579999379057,"Non MPA","Non MPA",NA
"4358",2014,"31-May-14","Siwa Penyu","Malaysia",4.27639,113.817,10,"Bleaching (% of population)",5,"ERG049",1.7,301.91,0,0,0,0.0721999981760746,"Non MPA","Non MPA",NA
"4359",2015,"22-Aug-15","Siwa Penyu","Malaysia",4.27639,113.817,10,"Bleaching (% of population)",18,"ERG049",1.07,303.45,0,0,0,0.11219999716559,"Non MPA","Non MPA",NA
"4362",2011,"09-Jul-11","Siwa Sunday","Malaysia",4.28722,113.82,11,"Bleaching (% of population)",10,"ERG049",0,304.38,0,0,0,0.0903999977163039,"Non MPA","Non MPA",NA
"4363",2012,"06-Oct-12","Siwa Sunday","Malaysia",4.28722,113.82,11,"Bleaching (% of population)",2,"ERG049",3.06,303.49,0,0,0,0.124799996847287,"Non MPA","Non MPA",NA
"4364",2013,"12-Nov-13","Siwa Sunday","Malaysia",4.28722,113.82,10,"Bleaching (% of population)",0,"ERG049",1.01,302.92,0,0,0,0.24579999379057,"Non MPA","Non MPA",NA
"4365",2014,"27-Sep-14","Siwa Sunday","Malaysia",4.28722,113.82,12.5,"Bleaching (% of population)",1,"ERG049",1.05,303.66,0,0,0,0.0795999979891349,"Non MPA","Non MPA",NA
"4366",2015,"21-Aug-15","Siwa Sunday","Malaysia",4.28722,113.82,13,"Bleaching (% of population)",10,"ERG049",1.07,303.45,0,0,0,0.11219999716559,"Non MPA","Non MPA",NA
"4369",2012,"07-Oct-12","Anemone Centre","Malaysia",4.2925,113.826,13,"Bleaching (% of population)",3,"ERG049",2.92,303.39,0,0,0,0.124799996847287,"Non MPA","Non MPA",NA
"4370",2013,"13-Nov-13","Anemone Centre","Malaysia",4.2925,113.826,10,"Bleaching (% of population)",3,"ERG049",1.14,302.27,0,0,0,0.24579999379057,"Non MPA","Non MPA",NA
"4371",2014,"23-Aug-14","Anemone Centre","Malaysia",4.2925,113.826,11,"Bleaching (% of population)",0,"ERG049",3.57,301.88,0,0,0,0.0605999984691152,"Non MPA","Non MPA",NA
"4372",2015,"22-Aug-15","Anemone Centre","Malaysia",4.2925,113.826,11,"Bleaching (% of population)",16,"ERG049",1.03,303.56,0,0,0,0.11219999716559,"Non MPA","Non MPA",NA
"4375",2011,"09-Jul-11","Anemone North","Malaysia",4.29389,113.826,12,"Bleaching (% of population)",3,"ERG049",0,304.73,0,0,0,0.0903999977163039,"Non MPA","Non MPA",NA
"4376",2012,"06-Oct-12","Anemone North","Malaysia",4.29389,113.826,12,"Bleaching (% of population)",0,"ERG049",2.92,303.39,0,0,0,0.124799996847287,"Non MPA","Non MPA",NA
"4377",2014,"31-May-14","Anemone North","Malaysia",4.29389,113.826,12,"Bleaching (% of population)",0,"ERG049",1.53,302,0,0,0,0.0721999981760746,"Non MPA","Non MPA",NA
"4378",2015,"24-Oct-15","Anemone North","Malaysia",4.29389,113.826,12,"Bleaching (% of population)",38,"ERG049",4.57,301.39,0,0,0,0.0631999984034337,"Non MPA","Non MPA",NA
"4381",2011,"16-Jul-11","Eve's Garden","Malaysia",4.34333,113.897,8,"Bleaching (% of population)",0,"ERG049",0,303.08,0,0,0,0.134199996609823,"Non MPA","Non MPA",NA
"4382",2012,"07-Oct-12","Eve's Garden","Malaysia",4.34333,113.897,6,"Bleaching (% of population)",0,"ERG049",1.53,302.74,0,0,0,0.315999992017169,"Non MPA","Non MPA",NA
"4383",2013,"13-Nov-13","Eve's Garden","Malaysia",4.34333,113.897,5,"Bleaching (% of population)",0,"ERG049",2.34,302.75,0,0,0,2.33799994093715,"Non MPA","Non MPA",NA
"4384",2014,"27-Sep-14","Eve's Garden","Malaysia",4.34333,113.897,8,"Bleaching (% of population)",0,"ERG049",2.24,303.4,0,0,0,0.134999996589613,"Non MPA","Non MPA",NA
"4385",2015,"24-Oct-15","Eve's Garden","Malaysia",4.34333,113.897,5.5,"Bleaching (% of population)",33,"ERG049",2.72,303.3,0,0,0,0.127399996781605,"Non MPA","Non MPA",NA
"4388",2013,"15-Jun-13","Tantabiddi Reef - Tantabiddi Sanctuary Zone (Fringing reef seaward) Site 1","Australia",-21.9088,113.964,2,"Bleaching (% of population)",8,"ERG094",7.61,298.16,0,0,0,0.0885999977617757,"MPA","MPA",NA
"4389",2011,"08-Oct-11","Pak Ma Tsui","China",22.3628,114.274,2,"Bleaching (% of population)",0,"ERG055",2.58,299.69,27055,6638,0,0.123428727394177,"Non MPA","Non MPA",NA
"4390",2012,"03-Sep-12","Pak Ma Tsui","China",22.3628,114.274,3.5,"Bleaching (% of population)",5,"ERG055",0,301.09,27055,6638,0,0.174853903078832,"Non MPA","Non MPA",NA
"4391",2011,"21-Sep-11","Lai Chi Wo","China",22.5365,114.268,2.7,"Bleaching (% of population)",45,"ERG055",0,300.63,90425,36936,4915,0.234295618068229,"Non MPA","Non MPA",NA
"4392",2012,"09-Jun-12","Lai Chi Wo","China",22.5365,114.268,2.9,"Bleaching (% of population)",50,"ERG055",23.7,300.01,90425,36936,4915,0.0309127443171176,"Non MPA","Non MPA",NA
"4393",2011,"07-Aug-11","Ngau Shi Wu Wan","China",22.5273,114.28,4,"Bleaching (% of population)",0,"ERG055",0,301.92,88269,51073,7942,0.116872196217684,"Non MPA","Non MPA",NA
"4394",2012,"11-Aug-12","Ngau Shi Wu Wan","China",22.5273,114.28,3,"Bleaching (% of population)",0,"ERG055",1.2,301.04,88269,51073,7942,0.342692491342859,"Non MPA","Non MPA",NA
"4395",2011,"30-Oct-11","Sharp Island North","China",22.3643,114.29,2.5,"Bleaching (% of population)",0,"ERG055",0,297.29,21187,0,0,0.123428727394177,"MPA","MPA",NA
"4396",2012,"28-Oct-12","Sharp Island North","China",22.3643,114.29,3,"Bleaching (% of population)",0,"ERG055",0,298.48,21187,0,0,0.0945984675555968,"MPA","MPA",NA
"4397",2011,"09-Oct-11","Sharp Island South","China",22.3628,114.292,4,"Bleaching (% of population)",0,"ERG055",1.35,300.09,18956,0,0,0.123428727394177,"MPA","MPA",NA
"4398",2012,"14-Jul-12","Sharp Island South","China",22.3628,114.292,6.5,"Bleaching (% of population)",0,"ERG055",8.08,301.38,18956,0,0,0.0671008678701068,"MPA","MPA",NA
"4399",2011,"08-Jul-11","Sharp Island East","China",22.3586,114.293,1.5,"Bleaching (% of population)",0,"ERG055",1.38,301.51,11019,0,0,0.133574996625612,"MPA","MPA",NA
"4400",2012,"31-Jul-12","Sharp Island East","China",22.3586,114.293,2.5,"Bleaching (% of population)",0,"ERG055",3.3,301.64,11019,0,0,0.0671008678701068,"MPA","MPA",NA
"4401",2011,"24-Jul-11","Tai Mong Tsai","China",22.3881,114.297,2,"Bleaching (% of population)",0,"ERG055",1.91,300.48,105016,10584,0,0.133574996625612,"Non MPA","Non MPA",NA
"4402",2012,"12-Aug-12","Tai Mong Tsai","China",22.3881,114.297,2,"Bleaching (% of population)",0,"ERG055",0.39,300.83,105016,10584,0,0.0245999993785517,"Non MPA","Non MPA",NA
"4403",2011,"18-Sep-11","Shelter Island","China",22.3292,114.293,3,"Bleaching (% of population)",0,"ERG055",1.35,301.05,0,0,0,0.177774441846348,"Non MPA","Non MPA",NA
"4404",2012,"19-Aug-12","Shelter Island","China",22.3292,114.293,2.5,"Bleaching (% of population)",0,"ERG055",0,301.08,0,0,0,0.0251709671060634,"Non MPA","Non MPA",NA
"4405",2011,"15-Aug-11","Kat O, Kai Kung Tau","China",22.5506,114.309,4,"Bleaching (% of population)",0,"ERG055",0,302.59,0,0,0,0.116872196217684,"Non MPA","Non MPA",NA
"4406",2012,"04-Aug-12","Kat O, Kai Kung Tau","China",22.5506,114.309,4,"Bleaching (% of population)",0,"ERG055",2.57,301.7,0,0,0,0.342692491342859,"Non MPA","Non MPA",NA
"4407",2011,"04-Sep-11","Tau Tun, Kato O","China",22.5514,114.306,3.8,"Bleaching (% of population)",0,"ERG055",0,301.31,0,0,0,0.234295618068229,"Non MPA","Non MPA",NA
"4408",2012,"16-Sep-12","Tau Tun, Kato O","China",22.5514,114.306,3.8,"Bleaching (% of population)",0,"ERG055",0,301.18,0,0,0,0.186379574871235,"Non MPA","Non MPA",NA
"4409",2012,"11-Sep-12","Double Island","China",22.5231,114.316,3.5,"Bleaching (% of population)",0,"ERG055",2.47,301.22,7942,0,0,0.182601510538613,"Non MPA","Non MPA",NA
"4410",2011,"09-Sep-11","Crescent Island (Wu Pai)","China",22.5307,114.315,2.6,"Bleaching (% of population)",3,"ERG055",0,301.88,7942,0,0,0.178199995498289,"Non MPA","Non MPA",NA
"4411",2012,"09-Sep-12","Crescent Island (Wu Pai)","China",22.5307,114.315,2.6,"Bleaching (% of population)",3,"ERG055",2.47,301.22,7942,0,0,0.186379574871235,"Non MPA","Non MPA",NA
"4416",2011,"16-Jul-11","Moon Island (Hoi Ha Wan)","China",22.4803,114.333,4,"Bleaching (% of population)",0,"ERG055",5.4,301.82,239,0,0,0.171281351605272,"Non MPA","Non MPA",NA
"4417",2012,"01-Sep-12","Moon Island (Hoi Ha Wan)","China",22.4803,114.333,3,"Bleaching (% of population)",0,"ERG055",1.21,302.78,239,0,0,0.173604296689655,"Non MPA","Non MPA",NA
"4418",2011,"16-Jul-11","Tai She Wan","China",22.358,114.337,3,"Bleaching (% of population)",0,"ERG055",2.6,301.965,5196,0,0,0.10716117665406,"Non MPA","Non MPA",NA
"4419",2011,"07-Sep-11","Pak A","China",22.3521,114.35,2.5,"Bleaching (% of population)",0,"ERG055",1.421666667,302.0366667,0,0,0,0.177774441846348,"Non MPA","Non MPA",NA
"4420",2012,"20-Aug-12","Pak A","China",22.3521,114.35,2,"Bleaching (% of population)",0,"ERG055",0,301.0133333,0,0,0,0.0251709671060634,"Non MPA","Non MPA",NA
"4421",2012,"21-Sep-12","Bluff Island (Ung Kong Bay)","China",22.3254,114.354,4,"Bleaching (% of population)",0,"ERG055",0,300.75,0,0,0,0.181402279267311,"Non MPA","Non MPA",NA
"4422",2011,"07-Oct-11","Ninepin","China",22.2599,114.351,5,"Bleaching (% of population)",0,"ERG055",2.04,298.83,0,0,0,0.105923342271886,"Non MPA","Non MPA",NA
"4423",2012,"05-Aug-12","Ninepin","China",22.2599,114.351,3,"Bleaching (% of population)",0,"ERG055",0,301.78,0,0,0,0.0222819666502249,"Non MPA","Non MPA",NA
"4424",2011,"22-Oct-11","Port Island","China",22.5017,114.356,2.5,"Bleaching (% of population)",0,"ERG055",0,298.82,0,0,0,0.151799996165209,"MPA","MPA",NA
"4425",2012,"15-Sep-12","Port Island","China",22.5017,114.356,2.8,"Bleaching (% of population)",0,"ERG055",1.37,301.55,0,0,0,0.288399992714403,"MPA","MPA",NA
"4426",2011,"23-Jul-11","Fo Tau Fun Chau","China",22.3379,114.364,2.5,"Bleaching (% of population)",0,"ERG055",4.41,302.14,0,0,0,0.10716117665406,"Non MPA","Non MPA",NA
"4427",2012,"15-Aug-12","Fo Tau Fun Chau","China",22.3379,114.364,2.5,"Bleaching (% of population)",0,"ERG055",0,300.79,0,0,0,0.0251709671060634,"Non MPA","Non MPA",NA
"4428",2011,"03-Sep-11","Pak Lap Tsai","China",22.3538,114.369,4,"Bleaching (% of population)",2,"ERG055",1.26,301.76,0,0,0,0.177774441846348,"Non MPA","Non MPA",NA
"4429",2012,"25-Aug-12","Pak Lap Tsai","China",22.3538,114.369,4,"Bleaching (% of population)",1,"ERG055",0,301.34,0,0,0,0.0251709671060634,"Non MPA","Non MPA",NA
"4434",2011,"06-Aug-11","Siu Long Kei","China",22.3733,114.382,5,"Bleaching (% of population)",20,"ERG055",2,302.44,0,0,0,0.235649750144547,"Non MPA","Non MPA",NA
"4435",2012,"21-Jul-12","Siu Long Kei","China",22.3733,114.382,6.4,"Bleaching (% of population)",0,"ERG055",5.96,301.94,0,0,0,0.0671008678701068,"Non MPA","Non MPA",NA
"4436",2011,"28-Aug-11","Long Ke","China",22.3723,114.383,6,"Bleaching (% of population)",0,"ERG055",2,301.66,0,0,0,0.235649750144547,"Non MPA","Non MPA",NA
"4437",2012,"22-Sep-12","Long Ke","China",22.3723,114.383,3.1,"Bleaching (% of population)",0,"ERG055",0,301.35,0,0,0,0.174853903078832,"Non MPA","Non MPA",NA
"4438",2012,"08-Sep-12","A Ye Wan, Tung Ping Chau","China",22.3638,114.431,2,"Bleaching (% of population)",0,"ERG055",0,302.94,0,0,0,0.174853903078832,"Non MPA","Non MPA",NA
"4439",2011,"10-Sep-11","Wong Ye Kwok, Tung Ping Chau","China",22.5446,114.434,3.5,"Bleaching (% of population)",0,"ERG055",1.11,303.08,0,0,0,0.153799996114685,"Non MPA","Non MPA",NA
"4440",2012,"07-Jul-12","Wong Ye Kwok, Tung Ping Chau","China",22.5446,114.434,3,"Bleaching (% of population)",0,"ERG055",4.92,301.59,0,0,0,0.262999993356061,"Non MPA","Non MPA",NA
"4441",2011,"21-Aug-11","A Ma Wan, Tung Ping Chau","China",22.5426,114.44,2.3,"Bleaching (% of population)",0,"ERG055",1.11,302.02,0,0,0,0.104999997347477,"Non MPA","Non MPA",NA
"4442",2012,"29-Sep-12","A Ma Wan, Tung Ping Chau","China",22.5426,114.44,3,"Bleaching (% of population)",0,"ERG055",4.25,300.52,0,0,0,0.293999992572935,"Non MPA","Non MPA",NA
"4443",2011,"10-Sep-11","A Ye Wan, Tung Ping Chau","China",22.5365,114.447,4,"Bleaching (% of population)",0,"ERG055",2.31,302.7,0,0,0,0.233399354103836,"Non MPA","Non MPA",NA
"4456",2011,"16-Nov-11","Brunei Patches S #1","Brunei",5.01306,114.712,8,"Bleaching (% of population)",0,"ERG049",1.43,303.44,0,0,0,0.109799997226219,"Non MPA","Non MPA",NA
"4457",2011,"16-Nov-11","Brunei Patches S #2","Brunei",5.01306,114.712,8.5,"Bleaching (% of population)",0,"ERG049",1.43,303.44,0,0,0,0.109799997226219,"Non MPA","Non MPA",NA
"4458",2011,"16-Nov-11","Brunei Patches 1","Brunei",5.01306,114.712,7,"Bleaching (% of population)",0,"ERG049",1.43,303.44,0,0,0,0.109799997226219,"Non MPA","Non MPA",NA
"4460",2011,"16-Nov-11","Brunei Patches 2","Brunei",5.01447,114.715,8.7,"Bleaching (% of population)",0,"ERG049",1.43,303.44,0,0,0,0.109799997226219,"Non MPA","Non MPA",NA
"4474",2011,"17-Nov-11","Two Fathom Rock South (S) #2","Brunei",5.09619,114.967,8,"Bleaching (% of population)",0,"ERG049",0,303.2,0,0,0,0.105199997342424,"Non MPA","Non MPA",NA
"4475",2011,"17-Nov-11","Two Fathom Rock","Brunei",5.09806,114.971,7.5,"Bleaching (% of population)",0,"ERG049",0,303.2,0,0,0,0.105199997342424,"Non MPA","Non MPA",NA
"4479",2015,"24-Oct-15","Gumi Cenik","Indonesia",-8.10889,115.317,3.5,"Bleaching (% of population)",0,"ERG035",1.11,301.97,0,0,0,0.0425999989238335,"Non MPA","Non MPA",NA
"4484",2015,"24-Oct-15","Angel Canyon","Indonesia",-8.1375,115.394,6,"Bleaching (% of population)",0,"ERG035",0,302.02,0,0,0,0.0389999990147771,"Non MPA","Non MPA",NA
"4497",2014,"20-Nov-14","Liberty Shipwreck (Tulamben)","Indonesia",-8.27278,115.592,5,"Bleaching (% of population)",0,"ERG035",1,303.32,0,0,0,0.0405908234714517,"Non MPA","Non MPA",NA
"4505",2015,"27-Aug-15","Mid Reef","Malaysia",5.70503,115.628,10,"Bleaching (% of population)",2,"ERG049",1.43,304.38,0,0,0,0.0877999977819854,"Non MPA","Non MPA",NA
"4507",2015,"25-Aug-15","Lutjanus","Malaysia",5.72022,115.645,4,"Bleaching (% of population)",0,"ERG049",0,304.38,0,0,0,0.0877999977819854,"MPA","MPA",NA
"4510",2015,"25-Aug-15","Larai-Larai","Malaysia",5.71694,115.635,7,"Bleaching (% of population)",40,"ERG049",0,304.38,0,0,0,0.0877999977819854,"Non MPA","Non MPA",NA
"4514",2015,"25-Aug-15","Tanjung Putri","Malaysia",5.70861,115.653,7,"Bleaching (% of population)",0,"ERG049",0,304.38,0,0,0,0.102799997403054,"MPA","MPA",NA
"4519",2011,"15-Nov-11","Abana Rock South 1","Brunei",5.10739,115.07,10,"Bleaching (% of population)",0,"ERG049",0,300.27,0,0,0,0.134199996609823,"Non MPA","Non MPA",NA
"4521",2011,"15-Nov-11","Abana Rock South 2","Brunei",5.10817,115.07,10.3,"Bleaching (% of population)",0,"ERG049",0,300.27,0,0,0,0.134199996609823,"Non MPA","Non MPA",NA
"4523",2011,"15-Nov-11","Abana Rock North 1","Brunei",5.10853,115.07,11,"Bleaching (% of population)",0,"ERG049",0,300.27,0,0,0,0.134199996609823,"Non MPA","Non MPA",NA
"4525",2011,"15-Nov-11","Abana Rock North 2","Brunei",5.10739,115.07,12,"Bleaching (% of population)",0,"ERG049",0,300.27,0,0,0,0.134199996609823,"Non MPA","Non MPA",NA
"4527",2015,"26-Aug-15","Tagi Beach","Malaysia",5.71281,115.672,6,"Bleaching (% of population)",40,"ERG049",2.14,304.98,0,0,0,0.102799997403054,"MPA","MPA",NA
"4530",2015,"27-Aug-15","Senanggol","Malaysia",5.70803,115.699,8,"Bleaching (% of population)",0,"ERG049",0,304.81,0,0,0,0.0867999978072476,"Non MPA","Non MPA",NA
"4534",2014,"12-Dec-14","Manukan West","Malaysia",5.97056,115.98,5,"Bleaching (% of population)",0,"ERG049",7.19,302.07,0,0,0,0.1319999966654,"Non MPA","Non MPA",NA
"4535",2014,"12-Dec-14","Sulug","Malaysia",5.95911,115.991,5,"Bleaching (% of population)",0,"ERG049",1,302.13,0,0,0,0.1319999966654,"Non MPA","Non MPA",NA
"4536",2015,"24-Nov-15","Sulug","Malaysia",5.95911,115.991,5,"Bleaching (% of population)",3,"ERG049",0,302.68,0,0,0,0.0625244629075341,"Non MPA","Non MPA",NA
"4539",2012,"23-Nov-12","Sapi","Malaysia",5.95806,115.991,5,"Bleaching (% of population)",0,"ERG049",0,302.59,0,0,0,0.0843999978678767,"Non MPA","Non MPA",NA
"4540",2012,"23-Nov-12","Sapi","Malaysia",5.95806,115.991,10,"Bleaching (% of population)",0,"ERG049",0,302.59,0,0,0,0.0843999978678767,"Non MPA","Non MPA",NA
"4541",2015,"24-Nov-15","Manukan West","Malaysia",5.97078,115.994,5,"Bleaching (% of population)",0,"ERG049",0,302.68,0,0,0,0.0625244629075341,"Non MPA","Non MPA",NA
"4543",2012,"23-Nov-12","Sulug/Mamutik Reef","Malaysia",5.96194,115.995,5,"Bleaching (% of population)",0,"ERG049",0,302.59,0,0,0,0.0843999978678767,"Non MPA","Non MPA",NA
"4544",2012,"23-Nov-12","Sulug/Mamutik Reef","Malaysia",5.96194,115.995,12,"Bleaching (% of population)",0,"ERG049",0,302.59,0,0,0,0.0843999978678767,"Non MPA","Non MPA",NA
"4545",2014,"08-Dec-14","Sulug/Mamutik Reef","Malaysia",5.96194,115.995,7,"Bleaching (% of population)",0,"ERG049",1,302.47,0,0,0,0.1319999966654,"Non MPA","Non MPA",NA
"4546",2012,"29-Nov-12","Manukan West","Malaysia",5.97056,115.997,6,"Bleaching (% of population)",0,"ERG049",0,302.01,0,0,0,0.0843999978678767,"Non MPA","Non MPA",NA
"4547",2012,"29-Nov-12","Manukan West","Malaysia",5.97056,115.997,12,"Bleaching (% of population)",0,"ERG049",0,302.01,0,0,0,0.0843999978678767,"Non MPA","Non MPA",NA
"4549",2013,"05-Jun-13","Rusukan Besar","Malaysia",5.18906,115.135,3,"Bleaching (% of population)",0,"ERG049",6.87,304.2,7495,0,0,0.0825999979133485,"MPA","MPA",NA
"4551",2013,"06-Jun-13","Kuraman","Malaysia",5.22267,115.142,3,"Bleaching (% of population)",0,"ERG049",4.83,303.98,24638,13155,2806,0.0709999982063891,"MPA","MPA",NA
"4552",2013,"05-Jun-13","Rusukan Kecil","Malaysia",5.20161,115.142,6,"Bleaching (% of population)",0,"ERG049",6.87,304.2,22069,0,0,0.0709999982063891,"MPA","MPA",NA
"4554",2013,"28-Jun-13","Sapi Reef","Malaysia",6.00806,116.004,6,"Bleaching (% of population)",20,"ERG049",2.60125,303.6375,0,0,0,0.129399996731081,"Non MPA","Non MPA",NA
"4555",2013,"28-Jun-13","Sapi Reef","Malaysia",6.00806,116.004,10,"Bleaching (% of population)",40,"ERG049",2.60125,303.6375,0,0,0,0.129399996731081,"Non MPA","Non MPA",NA
"4556",2014,"11-Dec-14","Sapi Reef","Malaysia",6.00806,116.004,8,"Bleaching (% of population)",0,"ERG049",4.00125,302.3725,0,0,0,0.104999997347477,"Non MPA","Non MPA",NA
"4557",2015,"24-Nov-15","Sapi Reef","Malaysia",6.00806,116.004,8,"Bleaching (% of population)",0,"ERG049",3.545,302.85375,0,0,0,0.0749999981053406,"Non MPA","Non MPA",NA
"4560",2015,"26-Nov-15","Ribbon Reef","Malaysia",6.02586,116.005,9,"Bleaching (% of population)",1,"ERG049",3.39,303.1575,0,0,0,0.0749999981053406,"Non MPA","Non MPA",NA
"4561",2013,"02-Jul-13","Ribbon Reef","Malaysia",6.01806,116.005,5,"Bleaching (% of population)",30,"ERG049",2.60125,303.6375,0,0,0,0.0703999982215464,"Non MPA","Non MPA",NA
"4562",2013,"02-Jul-13","Ribbon Reef","Malaysia",6.01806,116.005,10,"Bleaching (% of population)",0,"ERG049",2.60125,303.6375,0,0,0,0.0703999982215464,"Non MPA","Non MPA",NA
"4563",2013,"01-Oct-13","Ribbon Reef","Malaysia",6.01806,116.005,5,"Bleaching (% of population)",0,"ERG049",2.4025,303.1975,0,0,0,0.104799997352529,"Non MPA","Non MPA",NA
"4564",2013,"01-Oct-13","Ribbon Reef","Malaysia",6.01806,116.005,10,"Bleaching (% of population)",0,"ERG049",2.4025,303.1975,0,0,0,0.104799997352529,"Non MPA","Non MPA",NA
"4565",2014,"09-Dec-14","Ribbon Reef","Malaysia",6.01806,116.005,9,"Bleaching (% of population)",0,"ERG049",3.2575,303.12625,0,0,0,0.104999997347477,"Non MPA","Non MPA",NA
"4566",2015,"23-Nov-15","Mamutik Reef","Malaysia",5.96778,116.013,7,"Bleaching (% of population)",1,"ERG049",0,302.68,0,0,0,0.0625244629075341,"Non MPA","Non MPA",NA
"4568",2014,"08-Dec-14","Mid Reef","Malaysia",5.97389,116.012,6,"Bleaching (% of population)",0,"ERG049",1,302.47,0,0,0,0.1319999966654,"Non MPA","Non MPA",NA
"4569",2015,"23-Nov-15","Mid Reef","Malaysia",5.97389,116.012,6,"Bleaching (% of population)",0,"ERG049",0,302.68,0,0,0,0.0625244629075341,"Non MPA","Non MPA",NA
"4571",2015,"07-Feb-15","Shark Point","Indonesia",-8.34475,116.025,7,"Bleaching (% of population)",40,"ERG035",4.95,302.79,0,0,0,0.046599998822785,"MPA","MPA",NA
"4572",2015,"20-Apr-15","Shark Point","Indonesia",-8.34475,116.025,7,"Bleaching (% of population)",0,"ERG035",6.48,302.72,0,0,0,0.0497999987419462,"MPA","MPA",NA
"4576",2015,"11-Feb-15","Sunset Reef","Indonesia",-8.36242,116.031,4,"Bleaching (% of population)",40,"ERG035",6.63,303.45,0,0,0,0.0355504934126819,"MPA","MPA",NA
"4577",2015,"11-Feb-15","Sunset Reef","Indonesia",-8.36242,116.031,8,"Bleaching (% of population)",100,"ERG035",6.63,303.45,0,0,0,0.0355504934126819,"MPA","MPA",NA
"4578",2015,"11-Feb-15","Sunset Reef","Indonesia",-8.36242,116.031,10,"Bleaching (% of population)",20,"ERG035",6.63,303.45,0,0,0,0.0355504934126819,"MPA","MPA",NA
"4579",2015,"19-Nov-15","Sunset Reef","Indonesia",-8.36242,116.031,6,"Bleaching (% of population)",0,"ERG035",1.31,303.41,0,0,0,0.0445258372159464,"MPA","MPA",NA
"4580",2015,"19-Nov-15","Sunset Reef","Indonesia",-8.36242,116.031,10,"Bleaching (% of population)",0,"ERG035",1.31,303.41,0,0,0,0.0445258372159464,"MPA","MPA",NA
"4585",2013,"29-Jun-13","Halik Reef","Indonesia",-8.33728,116.037,8,"Bleaching (% of population)",5,"ERG035",0,302,0,0,0,0.0369999990653014,"MPA","MPA",NA
